AuthorID,BookID,RelIllustratorID,Title,Mentions,PrimPub,OriginalLanguage,Name,FirstName,LastName,GenderID,CountryOfOriginID,CountryOfResidence,DateOfDeath,DateOfBirth,Race,PenName,Year,Decade,Gender,Genre,Genre.Group,Any Female Illustrators (0 = Y),Any Female Illustrators?
88,153,156,Unterzakhn,6,4/3/2012,English,Leela Corman,Leela,Corman,0,NA,USA,NA,NA,Unknown,NA,2012,2010-2017,Female,Historical Fiction,Graphic Novel,0,At Least 1 Female Illustrator
140,154,7,Unwritten Vol. 1: Tommy Taylor and the Bogus Identity,12,1/12/2010,English,Peter Gross,Peter,Gross,1,USA,USA,NA,1/1/1958,White,NA,2010,2010-2017,Male,Mystery,Graphic Fantasy,1,Only Male Illustrator(s)
139,155,6,V for Vendetta,60,1/1/1990,English,David Lloyd,David,Lloyd,1,UK,UK,NA,5/5/1950,White,NA,1990,1990-1999,Male,Science Fiction,Graphic Fantasy,1,Only Male Illustrator(s)
26,156,1,Watchmen,204,1/1/1987,English,Dave Gibbons,Dave,Gibbons,1,UK,UK,NA,4/14/1949,White,NA,1987,1980-1989,Male,Superhero,Graphic Novel,1,Only Male Illustrator(s)
43,158,130,Blankets,9,7/23/2003,English,Craig Thompson,Craig,Thompson,1,USA,USA,NA,9/21/1975,White,NA,2003,2000-2009,Male,Romance,Graphic Novel,1,Only Male Illustrator(s)
171,159,81,Justice League: A New Beginning,31,11/1/1987,English,Kevin Maguire,Kevin,Maguire,1,USA,USA,NA,9/9/1960,White,NA,1987,1980-1989,Male,Superhero,Graphic Novel,1,Only Male Illustrator(s)
135,161,83,Jaka's Story,0,10/1/1990,English,David Victor Sim,David Victor,Sim,1,Canada,Canada,NA,11/30/1952,White,NA,1990,1990-1999,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
73,162,180,Jar of Fools,1,1/1/1994,English,Jason Lutes,Jason,Lutes,1,USA,USA,NA,12/7/1967,White,NA,1994,1990-1999,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
86,163,5,Why I Hate Saturn,4,1/1/1990,English,Kyle Baker,Kyle,Baker,1,USA,USA,NA,1/1/1965,African American,NA,1990,1990-1999,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
1,164,148,A Life Force,2,5/1/1988,English,Will Eisner,Will,Eisner,1,USA,USA,1/3/2005,3/6/2017,White,NA,1988,1980-1989,Male,Historical Fiction,Graphic Novel,1,Only Male Illustrator(s)
169,165,80,Kings in Disguise,2,3/1/1990,English,Dan Burr,Dan,Burr,1,USA,USA,NA,8/4/1966,White,NA,1990,1990-1999,Male,Historical Fiction,Graphic Novel,1,Only Male Illustrator(s)
69,166,169,"Love and Rockets, Vol. 12: Poison River",50,1/1/1994,English,Gilbert Hernandez,Gilbert,Hernandez,1,USA,USA,NA,2/1/1957,Other Race,NA,1994,1990-1999,Male,Coming of Age,Graphic Novel,1,Only Male Illustrator(s)
137,167,40,Tantrum!,4,1/1/1979,English,Jules Ralph Feiffer,Jules Ralph,Feiffer,1,USA,USA,NA,1/26/2029,White,NA,1979,1970-1979,Male,Comedy,Humor,1,Only Male Illustrator(s)
138,168,165,The Ballad of Doctor Richardson,1,1/1/1994,English,Paul Pope,Paul,Pope,1,USA,USA,NA,9/26/1970,White,NA,1994,1990-1999,Male,Romance,Graphic Novel,1,Only Male Illustrator(s)
30,169,201,Are You My Mother? A Comic Drama,4,5/1/2012,English,Alison Bechdel,Alison,Bechdel,0,USA,USA,NA,9/10/1960,White,NA,2012,2010-2017,Female,Memoir,Graphic Memoir,0,At Least 1 Female Illustrator
209,170,204,The Diary of a Teenage Girl,4,1/1/2002,English,Phoebe Louise Adams Gloeckner,Phoebe Louise Adams,Gloeckner,0,USA,USA,NA,12/22/1960,White,NA,2002,2000-2009,Female,Memoir,Graphic Memoir,0,At Least 1 Female Illustrator
210,171,202,Stitches. A Memoir,11,9/8/2009,English,David Small,David,Small,1,USA,USA,NA,2/12/1945,White,NA,2009,2000-2009,Male,Memoir,Graphic Memoir,1,Only Male Illustrator(s)
211,172,203,Psychiatric Tales,1,1/1/2010,English,Darryl Cunningham,Darryl,Cunningham,1,UK,UK,NA,1/1/1960,White,NA,2010,2010-2017,Male,Educational,Non-Fiction,1,Only Male Illustrator(s)
43,173,205,Habibi,2,9/20/2011,English,Craig Thompson,Craig,Thompson,1,USA,USA,NA,9/21/1975,White,NA,2011,2010-2017,Male,Romance,Graphic Novel,1,Only Male Illustrator(s)
212,174,206,Harvey Pekar's Cleveland,8,2/1/2012,English,Joseph Remnant,Joseph,Remnant,1,USA,USA,NA,NA,White,NA,2012,2010-2017,Male,Memoir,Graphic Memoir,1,Only Male Illustrator(s)
80,175,207,Footnotes in Gaza,17,1/1/2009,English,Joe Sacco,Joe,Sacco,1,Malta,USA,NA,10/2/1960,White,NA,2009,2000-2009,Male,Graphic Journalism,Non-Fiction,1,Only Male Illustrator(s)
80,176,208,Bumf Vol. 1: I Buggered The Kaiser,0,7/15/2014,English,Joe Sacco,Joe,Sacco,1,Malta,USA,NA,10/2/1960,White,NA,2014,2010-2017,Male,Satire,Humor,1,Only Male Illustrator(s)
213,177,209,Munnu: A Boy From Kashmir,1,6/18/2015,English,Malik Sajad,Malik,Sajad,1,India,India,NA,1/1/1987,Asian,NA,2015,2010-2017,Male,Coming of Age,Graphic Novel,1,Only Male Illustrator(s)
41,178,210,Ed the Happy Clown,2,1/1/1992,English,Chester Brown,Chester,Brown,1,Canada,Canada,NA,5/16/1960,White,NA,1992,1990-1999,Male,Memoir,Graphic Novel,1,Only Male Illustrator(s)
86,179,211,You Are Here,1,11/1/1998,English,Kyle Baker,Kyle,Baker,1,USA,USA,NA,1/1/1965,African American,NA,1998,1990-1999,Male,Humor,Humor,1,Only Male Illustrator(s)
1,180,212,Last Day in Vietnam,1,1/1/2000,English,Will Eisner,Will,Eisner,1,USA,USA,1/3/2005,3/6/2017,White,NA,2000,2000-2009,Male,Memoir,Graphic Memoir,1,Only Male Illustrator(s)
214,181,213,The Golem's Mighty Swing,1,7/1/2001,English,James Sturm,James,Sturm,1,USA,USA,NA,1/1/1965,White,NA,2001,2000-2009,Male,Sports,Miscellaneous,1,Only Male Illustrator(s)
41,182,214,Louis Riel: A Comic-Strip Biography,10,1/1/2003,English,Chester Brown,Chester,Brown,1,Canada,Canada,NA,5/16/1960,White,NA,2003,2000-2009,Male,Biography,Non-Fiction,1,Only Male Illustrator(s)
215,183,215,Tricked,1,8/23/2005,English,Alex Robinson,Alex,Robinson,1,USA,USA,NA,8/8/1969,White,NA,2005,2000-2009,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
217,184,216,Pride of Baghdad,4,9/13/2006,English,Niko Henrichon,Niko,Henrichon,1,Canada,NA,NA,NA,White,NA,2006,2000-2009,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
215,185,217,Too Cool To Be Forgotten,0,8/4/2008,English,Alex Robinson,Alex,Robinson,1,USA,USA,NA,8/8/1969,White,NA,2008,2000-2009,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
46,186,218,Richard Stark's Parker: The Score,1,7/24/2012,English,Darwyn Cooke,Darwyn,Cooke,1,Canada,Canada,NA,1/1/1962,White,NA,2012,2010-2017,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
86,187,220,The Fifth Beatle: The Brian Epstein Story,1,11/1/2013,English,Kyle Baker,Kyle,Baker,1,USA,USA,NA,1/1/1965,African American,NA,2013,2010-2017,Male,Biography,Non-Fiction,1,Only Male Illustrator(s)
224,189,224,The Motherless Oven,0,10/21/2014,English,Rob Davis,Rob,Davis,1,UK,UK,NA,NA,White,NA,2014,2010-2017,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
225,190,225,The Encyclopedia of Early Earth,0,10/3/2013,English,Isabel Greenberg,Isabel,Greenberg,0,UK,UK,NA,NA,White,NA,2013,2010-2017,Female,Fantasy,Graphic Fantasy,0,At Least 1 Female Illustrator
226,191,226,The Nao of Brown,1,10/1/2012,English,Glyn Dillon,Glyn,Dillon,1,UK,UK,NA,1/1/1971,White,NA,2012,2010-2017,Male,Coming of Age,Graphic Novel,1,Only Male Illustrator(s)
227,192,227,Nelson,22,1/1/2011,English,Woodrow Phoenix,Woodrow,Phoenix,1,UK,UK,NA,NA,Black,NA,2011,2010-2017,Male,Historical Fiction,Graphic Novel,1,Only Male Illustrator(s)
223,193,223,The Sculptor,2,2/3/2015,English,Scott McCloud,Scott,McCloud,1,USA,USA,NA,6/10/1960,White,NA,2015,2010-2017,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
222,194,222,I Kill Giants,0,9/1/2009,English,J. M. Ken Niimura,J. M. Ken,Niimura,1,Spain,Spain,NA,10/19/1981,Hispanic Origin,NA,2009,2000-2009,Male,Coming of Age,Graphic Novel,1,Only Male Illustrator(s)
25,195,228,Killing and Dying,0,10/1/2015,English,Adrian Tomine,Adrian,Tomine,1,USA,USA,NA,5/13/1974,Asian,NA,2015,2010-2017,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
230,197,230,Beverly,0,1/26/2016,English,Nick Drnaso,Nick,Drnaso,1,USA,USA,NA,1/1/1989,White,NA,2016,2010-2017,Male,Satire,Humor,1,Only Male Illustrator(s)
231,198,232,Here,4,12/4/2014,English,Richard McGuire,Richard,McGuire,1,USA,UK,NA,1/1/1957,White,NA,2014,2010-2017,Male,Historical Fiction,Graphic Novel,1,Only Male Illustrator(s)
234,201,234,Long Red Hair,0,9/21/2015,English,Meags Fitzgerald,Meags,Fitzgerald,0,Canada,Canada,NA,NA,White,NA,2015,2010-2017,Female,Memoir,Graphic Memoir,0,At Least 1 Female Illustrator
235,202,235,Nod Away,0,2/15/2016,English,Joshua W. Cotter,Joshua W.,Cotter,1,NA,NA,NA,NA,White,NA,2016,2010-2017,Male,Science Fiction,Graphic Fantasy,1,Only Male Illustrator(s)
41,203,236,Mary Wept Over the Feet of Jesus,0,1/1/2016,English,Chester Brown,Chester,Brown,1,Canada,Canada,NA,5/16/1960,White,NA,2016,2010-2017,Male,Historical Fiction,Graphic Novel,1,Only Male Illustrator(s)
236,204,237,Sacred Heart,0,7/1/2015,English,Liz Suburbia,Liz,Suburbia,0,USA,USA,NA,NA,White,NA,2015,2010-2017,Female,Coming of Age,Graphic Novel,0,At Least 1 Female Illustrator
214,206,238,Market Day,2,3/30/2010,English,James Sturm,James,Sturm,1,USA,USA,NA,1/1/1965,White,NA,2010,2010-2017,Male,Historical Fiction,Graphic Novel,1,Only Male Illustrator(s)
238,207,241,Big Questions,1,4/12/2011,English,Anders Nilsen,Anders,Nilsen,1,USA,USA,NA,1/1/1973,White,NA,2011,2010-2017,Male,Fairy Tale,Graphic Fantasy,1,Only Male Illustrator(s)
160,208,240,This One Summer,0,5/6/2014,English,Jillian Tamaki,Jillian,Tamaki,0,Canada,USA,NA,NA,Other Race,NA,2014,2010-2017,Female,Coming of Age,Graphic Novel,0,At Least 1 Female Illustrator
237,209,239,The Oven,1,3/21/2015,English,Sophie Goldstein,Sophie,Goldstein,0,USA,USA,NA,NA,White,NA,2015,2010-2017,Female,Science Fiction,Graphic Fantasy,0,At Least 1 Female Illustrator
41,210,243,Paying For It,4,5/10/2011,English,Chester Brown,Chester,Brown,1,Canada,Canada,NA,5/16/1960,White,NA,2011,2010-2017,Male,Memoir,Graphic Memoir,1,Only Male Illustrator(s)
41,211,244,The Playboy,11,1/1/1992,English,Chester Brown,Chester,Brown,1,Canada,Canada,NA,5/16/1960,White,NA,1992,1990-1999,Male,Memoir,Graphic Memoir,1,Only Male Illustrator(s)
45,212,245,Like a Velvet Glove Cast in Iron,4,1/17/1993,English,Daniel Clowes,Daniel,Clowes,1,USA,USA,NA,4/14/1961,White,NA,1993,1990-1999,Male,Mystery,Graphic Fantasy,1,Only Male Illustrator(s)
45,213,246,Ice Haven,3,6/7/2005,English,Daniel Clowes,Daniel,Clowes,1,USA,USA,NA,4/14/1961,White,NA,2005,2000-2009,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
45,214,247,David Boring,11,9/12/2000,English,Daniel Clowes,Daniel,Clowes,1,USA,USA,NA,4/14/1961,White,NA,2000,2000-2009,Male,Romance,Graphic Novel,1,Only Male Illustrator(s)
125,215,248,Wimbledon Green,2,12/13/2005,English,Gregory Gallant,Gregory,Gallant,1,NA,USA,NA,9/16/1962,White,Seth,2005,2000-2009,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
125,216,249,"George Sprott, 1894-1975",2,5/26/2009,English,Gregory Gallant,Gregory,Gallant,1,NA,USA,NA,9/16/1962,White,Seth,2009,2000-2009,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
239,217,250,Daddy's Girl,1,6/1/1996,English,Debbie Drechsler,Debbie,Drechsler,0,USA,USA,NA,1/1/1953,White,NA,1996,1990-1999,Female,Coming of Age,Graphic Novel,0,At Least 1 Female Illustrator
253,218,251,Brooklyn Dreams,3,4/1/2003,English,Glenn Barr,Glenn,Barr,1,USA,USA,NA,NA,White,NA,2003,2000-2009,Male,Coming of Age,Graphic Novel,1,Only Male Illustrator(s)
241,219,252,A History of Violence,7,1/1/1997,English,Vincent Locke,Vincent,Locke,1,USA,USA,NA,NA,White,NA,1997,1990-1999,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
242,220,253,Stray Toasters,1,1/1/1988,English,Boleslav William Felix Robert Bill Sienkiewicz,Boleslav William Felix Robert Bill,Sienkiewicz,1,USA,USA,NA,5/3/1958,White,NA,1988,1980-1989,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
243,221,254,Clumsy,3,1/1/2002,English,Jeffrey Brown,Jeffrey,Brown,1,USA,USA,NA,7/1/1975,White,NA,2002,2000-2009,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
244,222,255,La Perdida,6,1/1/2006,English,Jessica Abel,Jessica,Abel,0,USA,USA,NA,1/1/1969,White,NA,2006,2000-2009,Female,Literary Fiction,Graphic Novel,0,At Least 1 Female Illustrator
246,224,257,We Are On Our Own,4,5/16/2006,English,Miriam Katin,Miriam,Katin,0,Hungary,Israel,NA,NA,White,NA,2006,2000-2009,Female,Memoir,Graphic Memoir,0,At Least 1 Female Illustrator
255,232,264,Hark! A Vagrant,2,1/1/2011,English,Kathryn Moira Beaton,Kathryn Moira,Beaton,0,Canada,Canada,NA,9/8/1983,White,NA,2011,2010-2017,Female,Humor,Humor,0,At Least 1 Female Illustrator
256,233,265,The Voyeurs,0,8/1/2012,English,Gabrielle Bell,Gabrielle,Bell,1,UK,USA,NA,3/24/1976,White,NA,2012,2010-2017,Male,Memoir,Graphic Memoir,1,Only Male Illustrator(s)
257,234,266,Anya's Ghost,0,6/7/2011,English,Vera Brosgol,Vera,Brosgol,0,Russia,USA,NA,8/1/1984,White,NA,2011,2010-2017,Female,Coming of Age,Graphic Novel,0,At Least 1 Female Illustrator
258,235,267,Make Me a Woman,2,9/28/2010,English,Vanessa Davis,Vanessa,Davis,0,USA,USA,NA,10/14/1978,White,NA,2010,2010-2017,Female,Memoir,Graphic Memoir,0,At Least 1 Female Illustrator
260,237,268,Tanpopo Vol. 1,0,5/1/2012,English,Camilla D'Errico,Camilla,D'Errico,0,Canada,Canada,NA,9/30/1980,White,NA,2012,2010-2017,Female,Science Fiction,Graphic Fantasy,0,At Least 1 Female Illustrator
265,238,269,"Tangles: A Story About Alzheimer's, My Mother, and Me",3,9/10/2010,English,Sarah Leavitt,Sarah,Leavitt,0,NA,Canada,NA,NA,White,NA,2010,2010-2017,Female,Memoir,Graphic Memoir,0,At Least 1 Female Illustrator
262,239,270,Special Exits,0,9/1/2010,English,Joyce Farmer,Joyce,Farmer,0,USA,USA,NA,1/1/1938,White,NA,2010,2010-2017,Female,Memoir,Graphic Memoir,0,At Least 1 Female Illustrator
263,240,271,An Age of License: a Travelogue,0,9/22/2014,English,Lucy Knisley,Lucy,Knisley,0,USA,USA,NA,1/11/1985,White,NA,2014,2010-2017,Female,Travel Writing,Non-Fiction,0,At Least 1 Female Illustrator
267,241,272,"Patsy Walker, A.K.A. Hellcat! Vol. 1: Hooked On A Feline",0,5/31/2016,English,Brittney Williams,Brittney,Williams,0,NA,NA,NA,NA,African American,NA,2016,2010-2017,Female,Superhero,Graphic Novel,0,At Least 1 Female Illustrator
270,243,273,"Moon Girl and Devil Dinosaur, Vol. 1: BFF",0,7/5/2016,English,Natacha Bustos,Natacha,Bustos,0,Spain,NA,NA,1/1/1981,Unknown,NA,2016,2010-2017,Female,Fantasy,Graphic Fantasy,0,At Least 1 Female Illustrator
272,244,274,Leaving Megalopolis,0,1/1/2013,English,Jim Calafiore,Jim,Calafiore,1,USA,USA,NA,NA,Unknown,NA,2013,2010-2017,Male,Horror,Graphic Fantasy,1,Only Male Illustrator(s)
278,245,275,Omega: The Unknown,7,1/1/2006,English,Jim Mooney,Jim,Mooney,1,USA,USA,3/30/2008,8/13/2019,Native American,NA,2006,2000-2009,Male,Superhero,Graphic Novel,1,Only Male Illustrator(s)
284,246,281,Becoming Unbecoming,0,9/30/2015,English,Una Una,Una,Una,0,UK,UK,NA,NA,White,NA,2015,2010-2017,Female,Crime,Graphic Novel,0,At Least 1 Female Illustrator
281,247,278,When David Lost His Voice,0,1/1/2012,English,Judith Vanistendael,Judith,Vanistendael,0,Belgium,Belgium,NA,1/1/1974,White,NA,2012,2010-2017,Female,Literary Fiction,Graphic Novel,0,At Least 1 Female Illustrator
145,249,284,New Spring,0,1/1/2011,English,Mike S. Miller,Mike S.,Miller,1,USA,USA,NA,1/1/1971,Unknown,NA,2011,2010-2017,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
290,250,286,The Inhumans: By Right of Birth,3,1/1/2013,English,Bret Blevins,Bret,Blevins,1,USA,USA,NA,8/13/1960,White,NA,2013,2010-2017,Male,Superhero,Graphic Novel,1,Only Male Illustrator(s)
292,251,288,Greenberg the Vampire,0,1/1/1986,English,Steve Leialoha,Steve,Leialoha,1,USA,USA,NA,12/27/1952,White,NA,1986,1980-1989,Male,Horror,Graphic Fantasy,1,Only Male Illustrator(s)
296,252,290,The Picture of Dorian Gray: A Graphic Novel,0,9/1/2008,English,I.N.J. Culbard,I.N.J.,Culbard,1,UK,UK,NA,NA,White,NA,2008,2000-2009,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
299,253,291,Prince of Persia: The Graphic Novel,0,9/2/2008,English,LeUyen Pham,LeUyen,Pham,0,Vietnam,USA,NA,NA,Asian,NA,2008,2000-2009,Female,Action/Adventure,Graphic Novel,0,At Least 1 Female Illustrator
301,254,293,A Sailor's Story,0,8/1/1987,English,Sam Glanzman,Sam,Glanzman,1,USA,USA,7/12/2017,12/5/2024,White,NA,1987,1980-1989,Male,Action/Adventure,Graphic Novel,1,Only Male Illustrator(s)
303,255,294,A Game of Thrones: The Graphic Novel Vol.1,1,3/27/2012,English,Tommy Patterson,Tommy,Patterson,1,USA,USA,NA,NA,White,NA,2012,2010-2017,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
137,256,295,Cousin Joseph: A Graphic Novel,0,7/26/2016,English,Jules Ralph Feiffer,Jules Ralph,Feiffer,1,USA,USA,NA,1/26/2029,White,NA,2016,2010-2017,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
137,257,296,Kill My Mother,0,8/25/2014,English,Jules Ralph Feiffer,Jules Ralph,Feiffer,1,USA,USA,NA,1/26/2029,White,NA,2014,2010-2017,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
306,258,298,The Cartoon History of the Universe III: From the Rise of Arabia to the Renaissance,1,10/21/2002,English,Larry Gonick,Larry,Gonick,1,USA,USA,NA,8/24/1946,White,NA,2002,2000-2009,Male,Educational,Non-Fiction,1,Only Male Illustrator(s)
207,259,299,Ruins,8,10/6/2015,English,Peter Kuper,Peter,Kuper,1,USA,USA,NA,9/22/1958,White,NA,2015,2010-2017,Male,Literary Fiction,Graphic Novel,1,Only Male Illustrator(s)
307,260,300,"Stray Bullets, Vol.1: Innocence of Nihilism",1,4/6/2005,English,David Lapham,David,Lapham,1,USA,USA,NA,1/1/1970,White,NA,2005,2000-2009,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
36,261,301,King City,0,3/7/2012,English,Brandon Graham,Brandon,Graham,1,USA,USA,NA,1/1/1976,White,NA,2012,2010-2017,Male,Science Fiction,Graphic Fantasy,1,Only Male Illustrator(s)
46,262,302,Richard Stark's Parker: The Hunter,0,6/1/2009,English,Darwyn Cooke,Darwyn,Cooke,1,Canada,Canada,NA,1/1/1962,White,NA,2009,2000-2009,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
6,263,303,Marvels,32,1/1/1995,English,Alex Ross,Alex,Ross,1,USA,USA,NA,1/22/1970,White,NA,1995,1990-1999,Male,Superhero,Graphic Novel,1,Only Male Illustrator(s)
310,264,304,Nimona,0,5/12/2015,English,Noelle Stevenson,Noelle,Stevenson,0,USA,USA,NA,12/31/1991,White,NA,2015,2010-2017,Female,Fantasy,Graphic Fantasy,0,At Least 1 Female Illustrator
311,265,305,"Demon, Vol.1",8,10/13/2016,English,Jason Shiga,Jason,Shiga,1,USA,USA,NA,1/1/1976,Asian,NA,2016,2010-2017,Male,Fiction,Graphic Novel,1,Only Male Illustrator(s)
76,266,306,Bone: The Complete Cartoon Epic in One Volume,14,1/1/2004,English,Jeff Smith,Jeff,Smith,1,USA,USA,NA,2/27/1960,White,NA,2004,2000-2009,Male,Fantasy,Graphic Fantasy,1,Only Male Illustrator(s)
223,267,307,Understanding Comics: The Invisible Art,26,1/1/1993,English,Scott McCloud,Scott,McCloud,1,USA,USA,NA,6/10/1960,White,NA,1993,1990-1999,Male,Educational,Non-Fiction,1,Only Male Illustrator(s)
184,268,308,Wonder Woman: The True Amazon,108,10/4/2016,English,Jill Thompson,Jill,Thompson,0,USA,USA,NA,11/20/1966,White,NA,2016,2010-2017,Female,Superhero,Graphic Novel,0,At Least 1 Female Illustrator
315,271,312,My Favorite Thing Is Monsters,0,2/15/2017,English,Emil Ferris,Emil,Ferris,0,USA,USA,NA,1/1/1962,White,NA,2017,2010-2017,Female,Crime,Graphic Novel,0,At Least 1 Female Illustrator
22,283,314,Sin City. Family Values,54,10/1/1997,English,Frank Miller,Frank,Miller,1,USA,USA,NA,1/27/1957,White,NA,1997,1990-1999,Male,Crime,Graphic Novel,1,Only Male Illustrator(s)
