AuthorID,BookID,RelAuthorID,Title,Mentions,PrimPub,Image,OriginalLanguage,color_type,LimitedSeries,BookSeries,UnlimitedSeries,ISBN,Directory,AvgRating,NoRatings,OriginalTitle,Name,FirstName,LastName,GenderID,CountryOfOriginID,CountryOfResidence,DateOfDeath,DateOfBirth,Race,PenName
81,84,118,March: Book Two,1,1/20/15,March. Book Two.jpg,English,monochrome,0,0,0,978-1-60309-400-9,March_Book_Two,4.53,12848,NA,John Lewis,John,Lewis,Male,USA,USA,,2/21/40,African American,
81,83,117,March: Book One,1,8/13/13,March. Book One.jpg,English,monochrome,0,0,0,978-1-60309-300-2,March_Book_One,4.35,25082,NA,John Lewis,John,Lewis,Male,USA,USA,,2/21/40,African American,
82,99,134,"Pedro and Me: Friendship, Loss, and What I Learned",1,1/1/00,"Pedro and Me. Friendship, Loss, and What I Learned.jpg",English,--> black&white,0,0,0,978-0-8050-8964-6,Pedro_and_Me_Friendship_Loss_and_What_I_Learned,3.96,2287,NA,Judd Winick,Judd,Winick,Male,USA,USA,,2/12/70,White,
84,149,185,"The Wicked + The Divine, Vol. 1: The Faust Act",0,11/12/14,"The Wicked and the Devine, Vol 1. The Faust Act.png",English,colour,0,0,1,978-1-63215-918-5,,3.87,36402,NA,Kieron Gillen,Kieron,Gillen,Male,UK,UK,,1/1/75,White,
85,124,159,The Boulevard of Broken Dreams,3,9/24/02,The Boulevard of Broken Dreams.jpg,English,monochrome,0,0,0,0-375-42191-2,The_Boulevard_of_Broken_Dreams,3.85,788,NA,Kim Deitch,Kim,Deitch,Male,USA,,,1/1/44,White,
86,89,123,Nat Turner,11,6/15/06,Nat Turner.jpg,English,monochrome,1,0,0,978-0-8109-7227-8,Nat_Turner,3.96,863,NA,Kyle Baker,Kyle,Baker,Male,USA,USA,,1/1/65,African American,
86,129,164,The Cowboy Wally Show,2,1/1/96,The Cowboy Wally Show.jpg,English,--> black&white,0,0,0,1-4012-0050-8,The_Cowboy_Wally_Show,3.87,249,NA,Kyle Baker,Kyle,Baker,Male,USA,USA,,1/1/65,African American,
86,179,231,You Are Here,1,11/1/98,You Are Here.jpg,English,colour,0,0,0,1-56389-442-4,You_Are_Here,3.72,224,NA,Kyle Baker,Kyle,Baker,Male,USA,USA,,1/1/65,African American,
86,163,198,Why I Hate Saturn,4,1/1/90,Why I Hate Saturn.jpg,English,colour,0,1,0,1-930289-72-2,Why_I_Hate_Saturn,3.86,855,NA,Kyle Baker,Kyle,Baker,Male,USA,USA,,1/1/65,African American,
87,88,122,Narcissa,0,9/17/02,Narcissa.jpg,English,monochrome,0,0,0,0-385-50342-3,Narcissa,3.59,27,NA,Lance Tooks,Lance,Tooks,Male,USA,USA,,,African American,
88,153,190,Unterzakhn,6,4/3/12,Unterzakhn.jpg,English,monochrome,0,0,0,978-0-8052-4259-1,Unterzakhn,3.75,1820,NA,Leela Corman,Leela,Corman,Female,,USA,,,Unknown,
89,42,71,Darkroom: A Memoir in Black and White,0,2/16/12,Darkroom. A Memoir in Black and White.jpg,English,monochrome,0,0,0,978-0-8173-5714-6,Darkroom_A_Memoir_in_Black_and_White,4.03,410,NA,Lila Quintero Weaver,Lila Quintero,Weaver,Female,Argentina,USA,,1/1/55,Hispanic Origin,
90,32,61,Castle Waiting Vol. 2: The Definitive Edition,2,5/17/13,Castle Waiting. Vol. 2. The Definitive Edition.jpg,English,monochrome,0,1,0,978-1-60699-633-1,,4.17,2196,NA,Linda Medley,Linda,Medley,Female,USA,USA,,5/17/64,White,
95,91,125,One Hundred Demons,13,8/13/02,One Hundred Demons.jpg,English,colour,0,0,0,978-1-57061-459-0,,4.17,6979,NA,Lynda Barry,Lynda,Barry,Female,USA,USA,,1/2/56,Other Race,
95,131,166,The Greatest of Marlys,0,1/7/00,The Greatest of Marlys.jpg,English,--> black&white,0,0,0,978-1-77046-264-9,The_Greatest_of_Marlys,4.43,1427,NA,Lynda Barry,Lynda,Barry,Female,USA,USA,,1/2/56,Other Race,
96,208,261,This One Summer,0,5/6/14,This One Summer.jpg,English,monochrome,0,0,0,978-1-59643-774-6,This_One_Summer,3.67,38729,NA,Mariko Tamaki,Mariko,Tamaki,Female,Canada,Canada,,,Other Race,
96,114,149,Skim,6,1/1/08,Skim.jpg,English,monochrome,0,0,0,978-0-88899-964-1,Skim,3.79,9856,NA,Mariko Tamaki,Mariko,Tamaki,Female,Canada,Canada,,,Other Race,
97,30,59,Cancer Vixen: A True Story,3,9/26/06,Cancer Vixen. A True Story.jpg,English,colour,0,0,0,978-0-375-71474-0,Cancer_Vixen_A_True_Story,3.73,1266,NA,Marisa Acocella Marchetto,Marisa Acocella,Marchetto,Female,USA,USA,,1/1/62,White,
99,81,115,Mail Order Bride,2,1/1/01,Mail Order Bride.jpg,English,--> black&white,0,0,0,1-56097-410-9,Mail_Order_Bride,3.69,243,NA,Mark Kalesniko,Mark,Kalesniko,Male,Canada,USA,,,White,
100,36,65,Civil War,37,4/1/07,Civil War.jpg,English,colour,1,0,0,978-0-7851-2179-4,Civil_War,4.05,28329,NA,Mark Millar,Mark,Millar,Male,UK,UK,,12/24/69,White,
100,117,152,Superman: Red Son,1,1/1/03,Superman. Red Son.jpg,English,colour,1,0,0,978-1-4012-4711-9,,4.17,40497,NA,Mark Millar,Mark,Millar,Male,UK,UK,,12/24/69,White,
101,62,95,"Hawkeye, Vol. 1: My Life as a Weapon",6,3/13/13,"Hawkeye, Vol. 1. My Life as a Weapon.jpg",English,colour,0,0,1,978-0-7851-6562-0,Hawkeye_Vol_1_My_Life_as_a_Weapon,4.14,37197,NA,Matt Fraction,Matt,Fraction,Male,USA,USA,,12/1/75,White,
101,110,145,"Sex Criminals, Vol. 2: Two Worlds, One Cop",0,2/1/15,"Sex Criminals, Vol. 2. Two Worlds, One Cop.jpg",English,colour,0,0,1,978-1-63215-193-3,Sex_Criminals_Vol_2_Two_Worlds_One_Cop,4.06,11002,NA,Matt Fraction,Matt,Fraction,Male,USA,USA,,12/1/75,White,
101,109,144,"Sex Criminals, Vol. 1: One Weird Trick",0,4/16/14,"Sex Criminals, Vol. 1. One Weird Trick.jpg",English,colour,0,0,1,978-1-60706-946-1,Sex_Criminals_Vol_1_One_Weird_Trick,3.97,24725,NA,Matt Fraction,Matt,Fraction,Male,USA,USA,,12/1/75,White,
103,103,138,Red: A Haida Manga,1,1/1/09,Red. A Haida Manga.jpg,English,colour,0,0,0,978-1-177162-022-2,Red_A_Haida_Manga,3.37,240,NA,Michael Nicoll Yahgulanaas,Michael Nicoll,Yahgulanaas,Male,Canada,Canada,,1/1/54,Native American,
104,98,133,Paul Joins the Scouts,0,11/10/11,Paul Joins the Scouts.jpg,English,monochrome,0,0,0,978-1-894994-69-9,Paul_Joins_the_Scouts,4.28,753,NA,Michel Rabagliati,Michel,Rabagliati,Male,Canada,Canada,,1/1/61,White,
104,97,132,Paul Has a Summer Job,0,8/1/02,Paul Has a Summer Job.jpg,English,monochrome,0,0,0,1-896597-54-8,Paul_Has_a_Summer_Job,4.04,1759,NA,Michel Rabagliati,Michel,Rabagliati,Male,Canada,Canada,,1/1/61,White,
105,154,191,Unwritten Vol. 1: Tommy Taylor and the Bogus Identity,12,1/12/10,Unwritten Vol. 1. Tommy Taylor and the Bogus Identity.jpg,English,colour,0,0,1,978-1-4012-2565-0,,3.74,18375,NA,Mike Carey,Mike,Carey,Male,UK,UK,,1/1/59,White,
107,118,153,Swallow Me Whole,1,7/8/08,Swallow Me Whole.jpg,English,monochrome,0,0,0,1-60309-033-9,Swallow_Me_Whole,3.66,2385,NA,Nate Powell,Nate,Powell,Male,USA,USA,,1/1/78,White,
108,142,178,The Sandman. Vol. 1: Preludes & Nocturnes,96,1/1/91,The Sandman. Vol. 1. Preludes and Nocturnes.jpg,English,colour,0,0,1,978-1-4012-2575-9,The_Sandman_Vol_1_Preludes_Nocturnes,4.28,155850,NA,Neil Gaiman,Neil,Gaiman,Male,UK,USA,,11/10/60,White,
108,148,184,The Tragical Comedy or Comical Tragedy of Mr. Punch,3,1/1/94,The Tragical Comedy or Comical Tragedy of Mr. Punch.jpg,English,colour,0,0,0,978-0-7475-8844-3,The_Tragical_Comedy_or_Comical_Tragedy_of_Mr_Punch,3.78,6525,NA,Neil Gaiman,Neil,Gaiman,Male,UK,USA,,11/10/60,White,
108,112,147,Signal to Noise,8,10/13/92,Signal to Noise.jpg,English,colour,1,0,0,978-1-59307-752-5,Signal_to_Noise,3.84,3608,NA,Neil Gaiman,Neil,Gaiman,Male,UK,USA,,11/10/60,White,
108,122,157,The Books of Magic,4,4/14/93,The Books of Magic.jpg,English,colour,1,0,0,978-1-4012-4686-0,The_Books_of_Magic,4.07,13477,NA,Neil Gaiman,Neil,Gaiman,Male,UK,USA,,11/10/60,White,
108,85,119,Miracleman: The Golden Age,17,1/1/93,Miracleman. The Golden Age.jpg,English,colour,0,0,1,978-0-7851-9055-4,Miracleman_The_Golden_Age,3.99,1146,NA,Neil Gaiman,Neil,Gaiman,Male,UK,USA,,11/10/60,White,
108,143,177,The Sandman. Vol. 2: The Doll's House,96,1/1/90,The Sandman. Vol. 2. The Doll's House.jpg,English,colour,0,0,1,978-1-4012-2799-9,The_Sandman_Vol_2_The_Dolls_House,4.44,65759,NA,Neil Gaiman,Neil,Gaiman,Male,UK,USA,,11/10/60,White,
115,34,62,City of Glass: The Graphic Novel,7,1/1/94,City of Glass.jpg,English,--> black&white,0,0,0,978-0-571-22633-7,City of Glass,3.92,4856,NA,Paul Auster,Paul,Auster,Male,USA,USA,,2/3/47,White,
116,87,121,"Mother, Come Home",3,1/1/03,"Mother, Come Home.jpg",English,colour,0,0,0,978-1-56097-973-9,Mother_Come_Home,4.08,2061,NA,Paul Hornschemeier,Paul,Hornschemeier,Male,USA,USA,,10/27/77,White,
117,60,93,Gemma Bovery,12,1/1/99,Gemma Bovery.jpg,English,monochrome,1,0,0,0-224-06114-3,Gemma_Bovery,3.76,1074,NA,Posy Simmonds,Posy,Simmonds,Female,UK,UK,,8/9/45,White,
119,123,158,"The Borden Tragedy: A Memoir of the Infamous Double Murder at Fall River, Mass., 1892 (A Treasury of Victorian Murder)",1,9/1/97,"The Borden Tragedy. A Memoir of the Infamous Double Murder at Fall River, Mass., 1892 (A Treasury of Victorian Murder).jpg",English,monochrome,0,0,0,978-1-56163-189-6,The Borden Tragedy,3.83,767,NA,Rick Geary,Rick,Geary,Male,USA,USA,,2/25/46,White,
120,121,156,The Book of Genesis,1,10/19/09,The Book of Genesis.jpg,English,colour,0,0,0,978-0-393-06102-4,The_Book_of_Genesis,4,3936,NA,Robert Crumb,Robert,Crumb,Male,USA,USA,,8/30/43,White,
121,29,58,Can't We Talk about Something More Pleasant?: A Memoir,0,5/6/14,Can't We Talk About Something More Pleasant. A Memoir.jpg,English,colour,0,0,0,978-1-60819-806-1,Cant_We_Talk_about_Something_More_Pleasant_A_Memoir,4.11,21183,NA,Roz Chast,Roz,Chast,Female,USA,USA,,11/26/54,White,
122,52,84,Exit Wounds,5,5/1/07,Exit Wounds.jpg,English,colour,0,0,0,978-1-897299-8,Exit_Wounds,3.57,4,NA,Rutu Modan,Rutu,Modan,Female,Israel,Israel,,1/1/66,White,
122,139,174,The Property,14,1/1/13,The Property.jpg,English,colour,0,0,0,978-1-77046-115-4,The_Property,3.93,3333,NA,Rutu Modan,Rutu,Modan,Female,Israel,Israel,,1/1/66,White,
123,66,99,How to Understand Israel in 60 Days or Less,2,11/3/10,How to Understand Israel in 60 Days or Less.jpg,English,colour,0,0,0,978-1-4012-2234-5,How_to_Understand_Israel_in_60_Days_or_Less,3.71,3097,NA,Sarah Glidden,Sarah,Glidden,Female,USA,USA,,6/16/80,White,
124,120,155,The Barn Owl's Wondrous Capers,0,1/9/07,The Barn Owl's Wondrous Capers.jpg,English,--> black&white,0,0,0,0-14400-108-x,The_Barn_Owls_Wondrous_Capers,3.51,206,NA,Sarnath Banerjee,Sarnath,Banerjee,Male,India,India,,1/1/72,Asian,
124,38,67,Corridor: A Graphic Novel,4,1/1/04,Corridor. A Graphic Novel.jpg,English,--> black&white,0,0,0,978-0-143-03138-3,,3.3,442,NA,Sarnath Banerjee,Sarnath,Banerjee,Male,India,India,,1/1/72,Asian,
125,71,104,"It's a Good Life, If You Don't Weaken",1,9/1/96,"It's a Good Life, If You Don't Weaken.jpg",English,colour,1,0,0,1-896597-70-x,Its_a_Good_Life_If_You_Dont_Weaken,3.79,4834,NA,Gregory Gallant,Gregory,Gallant,Male,,USA,,9/16/62,White,Seth
125,215,268,Wimbledon Green,2,12/13/05,Wimbledon Green.JPG,English,--> bichrome,0,0,0,1-896597-93-9,Wimbledon_Green,3.86,1395,NA,Gregory Gallant,Gregory,Gallant,Male,,USA,,9/16/62,White,Seth
125,216,269,"George Sprott, 1894-1975",2,5/26/09,"George Sprott, 1894-1975.jpg",English,colour,0,0,0,978-1-897299-51-7,George_Sprott_1894-1975,4.07,780,NA,Gregory Gallant,Gregory,Gallant,Male,,USA,,9/16/62,White,Seth
126,119,154,The Arrival,27,1/1/06,The Arrival.jpg,English,colour,0,0,0,978-0-439-89529-3,The_Arrival,4.33,38674,NA,Shaun Tan,Shaun,Tan,Male,Australia,Australia,,1/1/74,White,
128,140,175,The Puma Blues,2,9/16/15,The Puma Blues.jpg,English,--> black&white,1,0,0,978-0-486-79813-4,The_Puma_Blues,3.89,61,NA,Stephen Murphy,Stephen,Murphy,Male,USA,USA,,11/3/80,Unknown,
129,70,103,It's A Bird,7,5/1/04,It's a Bird.jpg,English,colour,0,0,0,1-4012-0311-6,Its_A_Bird,3.92,1038,NA,Steven T. Seagle,Steven T.,Seagle,Male,USA,USA,,,White,
130,147,183,The Thrilling Adventures of Lovelace and Babbage: The (Mostly) True Story of the First Computer,1,4/21/15,The Thrilling Adventures of Lovelace and Babbage. The (Mostly) True Story of the First Computer.jpg,English,--> black&white,0,0,0,978-0-307-90827-8,The_Thrilling_Adventures_of_Lovelace_and_Babbage_The_Mostly_True_Story_of_the_First_Computer,4.05,3027,NA,Sydney Padua,Sydney,Padua,Female,,,,,Unknown,
134,159,205,Justice League: A New Beginning,31,11/1/87,Justice League. A New Beginning.jpg,English,colour,0,0,1,0-930289-40-4,Justice_League_A_New_Beginning,4.11,4842,NA,Keith Ian Giffen,Keith Ian,Giffen,Male,USA,,,11/30/52,White,
135,161,207,Jaka's Story,0,10/1/90,Jaka's Story.jpg,English,monochrome,0,0,1,0-919359-123,Jakas_Story,4.07,929,NA,David Victor Sim,David Victor,Sim,Male,Canada,Canada,,11/30/52,White,
136,165,201,Kings in Disguise,2,3/1/90,Kings in Disguise.jpg,English,monochrome,1,0,0,978-0-393-32848-6,Kings_in_Disguise,3.84,309,NA,James Vance,James,Vance,Male,USA,,6/5/17,3/2/53,Unknown,
137,257,323,Kill My Mother,0,8/25/14,Kill My Mother.jpg,English,colour,0,0,0,978-0-87140-314-8,Kill_My_Mother,3.21,1342,NA,Jules Ralph Feiffer,Jules Ralph,Feiffer,Male,USA,USA,,1/26/29,White,
137,167,203,Tantrum!,4,1/1/79,Tantrum!.jpg,English,--> black&white,0,0,0,1-56097-282-3,Tantrum,3.73,90,NA,Jules Ralph Feiffer,Jules Ralph,Feiffer,Male,USA,USA,,1/26/29,White,
137,256,322,Cousin Joseph: A Graphic Novel,0,7/26/16,Cousin Joseph. A Graphic Novel.jpg,English,colour,0,0,0,978-1-63149-065-1,,3.35,194,NA,Jules Ralph Feiffer,Jules Ralph,Feiffer,Male,USA,USA,,1/26/29,White,
138,168,204,The Ballad of Doctor Richardson,1,1/1/94,The Ballad of Doctor Richardson.jpg,English,--> black&white,0,0,0,1-882402-18-9,The_Ballad_of_Doctor_Richardson,3.64,94,NA,Paul Pope,Paul,Pope,Male,USA,USA,,9/26/70,White,
140,122,209,The Books of Magic,4,4/14/93,The Books of Magic.jpg,English,colour,1,0,0,978-1-4012-4686-0,The_Books_of_Magic,4.07,13477,NA,Peter Gross,Peter,Gross,Male,USA,USA,,1/1/58,White,
160,114,210,Skim,6,1/1/08,Skim.jpg,English,monochrome,0,0,0,978-0-88899-964-1,Skim,3.79,9856,NA,Jillian Tamaki,Jillian,Tamaki,Female,Canada,USA,,,Other Race,
161,110,211,"Sex Criminals, Vol. 2: Two Worlds, One Cop",0,2/1/15,"Sex Criminals, Vol. 2. Two Worlds, One Cop.jpg",English,colour,0,0,1,978-1-63215-193-3,Sex_Criminals_Vol_2_Two_Worlds_One_Cop,4.06,11002,NA,Chip Zdarsky,Chip,Zdarsky,Male,Canada,Canada,,12/21/75,White,
161,109,212,"Sex Criminals, Vol. 1: One Weird Trick",0,4/16/14,"Sex Criminals, Vol. 1. One Weird Trick.jpg",English,colour,0,0,1,978-1-60706-946-1,Sex_Criminals_Vol_1_One_Weird_Trick,3.97,24725,NA,Chip Zdarsky,Chip,Zdarsky,Male,Canada,Canada,,12/21/75,White,
165,84,213,March: Book Two,1,1/20/15,March. Book Two.jpg,English,monochrome,0,0,0,978-1-60309-400-9,March_Book_Two,4.53,12848,NA,Andrew Aydin,Andrew,Aydin,Male,USA,USA,,8/25/83,White,
165,83,214,March: Book One,1,8/13/13,March. Book One.jpg,English,monochrome,0,0,0,978-1-60309-300-2,March_Book_One,4.35,25082,NA,Andrew Aydin,Andrew,Aydin,Male,USA,USA,,8/25/83,White,
170,159,215,Justice League: A New Beginning,31,11/1/87,Justice League. A New Beginning.jpg,English,colour,0,0,1,0-930289-40-4,Justice_League_A_New_Beginning,4.11,4842,NA,John Marc DeMatteis,John Marc,DeMatteis,Male,USA,USA,,12/15/53,White,
170,218,271,Brooklyn Dreams,3,4/1/03,Brooklyn Dreams.jpg,English,--> black&white,1,0,0,978-1613770801,Brooklyn_Dreams,3.66,274,NA,John Marc DeMatteis,John Marc,DeMatteis,Male,USA,USA,,12/15/53,White,
170,251,312,Greenberg the Vampire,0,1/1/86,Greenberg the Vampire.jpg,English,colour,1,0,0,978-0-7851-9791-1,Greenberg_the_Vampire,3.22,51,NA,John Marc DeMatteis,John Marc,DeMatteis,Male,USA,USA,,12/15/53,White,
179,43,216,Daytripper,2,2/1/10,Daytripper.jpg,English,colour,1,0,0,978-1-4012-2969-6,Daytripper,4.31,20498,NA,Fabio Moon,Fabio,Moon,Male,Brazil,Brazil,,6/5/76,Hispanic Origin,
184,268,337,Wonder Woman: The True Amazon,108,10/4/16,Wonder Woman. The True Amazon.jpg,English,colour,0,0,0,978-1-4012-4901-4,,3.72,1302,NA,Jill Thompson,Jill,Thompson,Female,USA,USA,,11/20/66,White,
184,20,218,Beasts of Burden: Animal Rites,0,6/30/10,Beasts of Burden. Animal Rites.jpg,English,colour,1,1,0,978-1-59582-513-1,Beasts_of_Burden_Animal_Rites,4.15,3512,NA,Jill Thompson,Jill,Thompson,Female,USA,USA,,11/20/66,White,
207,259,325,Ruins,8,10/6/15,Ruins.jpg,English,colour,0,0,0,978-1-906838-98-0,,3.8,581,NA,Peter Kuper,Peter,Kuper,Male,USA,USA,,9/22/58,White,
207,135,315,The Metamorphosis,20,8/3/03,The Metamorphosis.jpg,English,monochrome,0,0,0,978-1-4000-5299-8,The_Metamorphosis,3.78,2917,NA,Peter Kuper,Peter,Kuper,Male,USA,USA,,9/22/58,White,
209,170,224,The Diary of a Teenage Girl,4,1/1/02,The Diary of a Teenage Girl.jpg,English,monochrome,0,0,0,978-1-58394-063-1,The_Diary_of_a_Teenage_Girl,3.93,3337,NA,Phoebe Louise Adams Gloeckner,Phoebe Louise Adams,Gloeckner,Female,USA,USA,,12/22/60,White,
210,171,221,Stitches. A Memoir,11,9/8/09,Stitches. A Memoir.jpg,English,monochrome,0,0,0,978-1-6068-6751-8,Stitches_A_Memoir,4.03,20011,NA,David Small,David,Small,Male,USA,USA,,2/12/45,White,
211,172,222,Psychiatric Tales,1,1/1/10,Psychiatric Tales.jpg,English,--> black&white,0,0,0,978-1-906-653309,Psychiatric_Tales,3.6,1451,NA,Darryl Cunningham,Darryl,Cunningham,Male,UK,UK,,1/1/60,White,
213,177,229,Munnu: A Boy From Kashmir,1,6/18/15,Munnu. A Boy From Kashmir.jpg,English,--> black&white,0,0,0,978-0-00-751363-5,Munnu_A_Boy_From_Kashmir,4.33,347,NA,Malik Sajad,Malik,Sajad,Male,India,India,,1/1/87,Asian,
214,206,259,Market Day,2,3/30/10,Market Day.jpg,English,colour,0,0,0,978-1-897299-97-5,Market_Day,3.74,1007,NA,James Sturm,James,Sturm,Male,USA,USA,,1/1/65,White,
214,181,233,The Golem's Mighty Swing,1,7/1/01,The Golem's Mighty Swing.jpg,English,--> black&white,0,0,0,978-1-77046-283-0,,3.63,458,NA,James Sturm,James,Sturm,Male,USA,USA,,1/1/65,White,
215,183,235,Tricked,1,8/23/05,Tricked.jpg,English,--> black&white,0,0,0,978-1-891830-73-0,Tricked,3.79,1369,NA,Alex Robinson,Alex,Robinson,Male,USA,USA,,8/8/69,White,
215,185,237,Too Cool To Be Forgotten,0,8/4/08,Too Cool To Be Forgotten.jpg,English,--> black&white,0,0,0,978-1-891830-98-3,Too_Cool_To_Be_Forgotten,3.71,1774,NA,Alex Robinson,Alex,Robinson,Male,USA,USA,,8/8/69,White,
216,184,236,Pride of Baghdad,4,9/13/06,Pride of Baghdad.jpg,English,colour,0,0,0,978-1-4012-0315-3,,3.88,19011,NA,Brian K. Vaughan,Brian K.,Vaughan,Male,USA,USA,,7/17/76,White,
218,187,239,The Fifth Beatle: The Brian Epstein Story,1,11/1/13,The Fifth Beatle. The Brian Epstein Story.jpg,English,colour,0,0,0,978-1-61655-256-5,The_Fifth_Beatle_The_Brian_Epstein_Story,3.95,1684,NA,Vivek J. Tiwary,Vivek J.,Tiwary,Male,USA,USA,,5/15/73,Asian,
221,194,241,I Kill Giants,0,9/1/09,I Kill Giants.jpg,English,monochrome,1,0,0,978-1-60706-985-0,I_Kill_Giants,4.17,11453,NA,Joseph Kelly,Joseph,Kelly,Male,USA,Japan,,9/24/72,Other Race,
223,193,242,The Sculptor,2,2/3/15,The Sculptor.jpg,English,colour,0,0,0,978-1-59643-573-5,The_Sculptor,4,12049,NA,Scott McCloud,Scott,McCloud,Male,USA,USA,,6/10/60,White,
223,267,336,Understanding Comics: The Invisible Art,26,1/1/93,Understanding Comics. The Invisible Art.jpg,English,--> black&white,0,0,0,978-0-06-097625-5,,3.97,86067,NA,Scott McCloud,Scott,McCloud,Male,USA,USA,,6/10/60,White,
224,189,243,The Motherless Oven,0,10/21/14,The Motherless Oven.jpg,English,--> black&white,0,0,0,978-1-906838812,The_Motherless_Oven,3.68,849,NA,Rob Davis,Rob,Davis,Male,UK,UK,,,White,
224,192,246,Nelson,22,1/1/11,Nelson.jpg,English,colour,0,0,0,1906653232,Nelson,4.16,177,NA,Rob Davis,Rob,Davis,Male,UK,UK,,,White,
225,190,244,The Encyclopedia of Early Earth,0,10/3/13,The Encyclopedia of Early Earth.jpg,English,colour,0,0,0,978-0-316-22581-6,,4.08,4724,NA,Isabel Greenberg,Isabel,Greenberg,Female,UK,UK,,,White,
226,191,245,The Nao of Brown,1,10/1/12,The Nao of Brown.jpg,English,colour,0,0,0,978-1-906838-42-3,The_Nao_of_Brown,4.02,2714,NA,Glyn Dillon,Glyn,Dillon,Male,UK,UK,,1/1/71,White,
230,197,249,Beverly,0,1/26/16,Beverly.jpg,English,colour,0,0,0,978-1-77046-225-0,Beverly,3.98,553,NA,Nick Drnaso,Nick,Drnaso,Male,USA,USA,,1/1/89,White,
231,198,251,Here,4,12/4/14,Here.jpg,English,colour,0,0,0,978-0-375-40650-8,Here,4.18,6329,NA,Richard McGuire,Richard,McGuire,Male,USA,UK,,1/1/57,White,
234,201,254,Long Red Hair,0,9/21/15,Long Red Hair.jpg,English,colour,0,0,0,978-1-894994-95-8,Long_Red_Hair,3.42,368,NA,Meags Fitzgerald,Meags,Fitzgerald,Female,Canada,Canada,,,White,
235,202,255,Nod Away,0,2/15/16,Nod Away.jpg,English,--> black&white,0,0,0,9.78E+12,Nod_Away,3.66,175,NA,Joshua W. Cotter,Joshua W.,Cotter,Male,,,,,White,
236,204,257,Sacred Heart,0,7/1/15,Sacred Heart.png,English,--> black&white,0,0,0,978-1-60699-841-0,Sacred_Heart,3.74,887,NA,Liz Suburbia,Liz,Suburbia,Female,USA,USA,,,White,
237,209,260,The Oven,1,3/21/15,The Oven.jpg,English,colour,0,0,0,978-1-935233-33-6,The_Oven,3.31,350,NA,Sophie Goldstein,Sophie,Goldstein,Female,USA,USA,,,White,
238,207,262,Big Questions,1,4/12/11,Big Questions.jpg,English,--> black&white,0,0,0,978-1-77046-047-8,Big_Questions,4.14,3076,NA,Anders Nilsen,Anders,Nilsen,Male,USA,USA,,1/1/73,White,
239,217,270,Daddy's Girl,1,6/1/96,Daddy's Girl.jpg,English,--> black&white,0,0,0,978-1-56097-894-7,Daddy's Girl,3.77,277,NA,Debbie Drechsler,Debbie,Drechsler,Female,USA,USA,,1/1/53,White,
240,219,272,A History of Violence,7,1/1/97,A History of Violence.jpg,English,--> black&white,0,0,0,978-1-4012-3189-7,A_History_of_Violence,3.45,2060,NA,John Wagner,John,Wagner,Male,USA,USA,,1/1/49,White,
242,220,273,Stray Toasters,1,1/1/88,Stray Toasters.jpg,English,colour,1,0,0,978-1-58240-8231,Stray_Toasters,3.92,660,NA,Boleslav William Felix Robert Bill Sienkiewicz,Boleslav William Felix Robert Bill,Sienkiewicz,Male,USA,USA,,5/3/58,White,
243,221,274,Clumsy,3,1/1/02,Clumsy.jpg,English,--> black&white,0,0,0,978-0-9713597-6-5,Clumsy,3.79,4954,NA,Jeffrey Brown,Jeffrey,Brown,Male,USA,USA,,7/1/75,White,
244,222,275,La Perdida,6,1/1/06,La Perdida.jpg,English,--> black&white,1,0,0,978-0-375-71471-9,,3.33,1872,NA,Jessica Abel,Jessica,Abel,Female,USA,USA,,1/1/69,White,
246,224,277,We Are On Our Own,4,5/16/06,We Are On Our Own.jpg,English,monochrome,0,0,0,1-896597-20-3,We_Are_On_Our_Own,3.76,720,NA,Miriam Katin,Miriam,Katin,Female,Hungary,Israel,,,White,
255,232,285,Hark! A Vagrant,2,1/1/11,Hark! A Vagrant.jpg,English,--> black&white,0,0,0,978-1-77046-060-7,Hark_A_Vagrant,4.27,21451,NA,Kathryn Moira Beaton,Kathryn Moira,Beaton,Female,Canada,Canada,,9/8/83,White,
256,233,286,The Voyeurs,0,8/1/12,The Voyeurs.png,English,colour,0,0,0,978-0-9846814-0-2,The_Voyeurs,3.7,1074,NA,Gabrielle Bell,Gabrielle,Bell,Male,UK,USA,,3/24/76,White,
257,234,287,Anya's Ghost,0,6/7/11,Anya's Ghost.jpg,English,monochrome,0,0,0,978-1-250-04001-5,Anyas_Ghost,3.88,47643,NA,Vera Brosgol,Vera,Brosgol,Female,Russia,USA,,8/1/84,White,
258,235,288,Make Me a Woman,2,9/28/10,Make Me a Woman.jpg,English,colour,0,0,0,978-1-77046-021-8,,3.71,963,NA,Vanessa Davis,Vanessa,Davis,Female,USA,USA,,10/14/78,White,
260,237,289,Tanpopo Vol. 1,0,5/1/12,Tanpopo. Vol. 1.jpg,English,colour,0,1,0,978-1-60886-254-2,Tanpopo_Vol_1,3.78,79,NA,Camilla D'Errico,Camilla,D'Errico,Female,Canada,Canada,,9/30/80,White,
262,239,291,Special Exits,0,9/1/10,Special Exits.jpg,English,monochrome,0,0,0,978-1-60699-760-4,Special_Exits,3.96,1395,NA,Joyce Farmer,Joyce,Farmer,Female,USA,USA,,1/1/38,White,
